Wavelength,a,b
746.751,23.334,-0.993
746.795,23.302,-0.993
746.838,23.249,-0.992
746.881,23.356,-0.993
746.925,23.229,-0.992
746.968,23.309,-0.992
747.011,23.416,-0.992
747.055,23.24,-0.992
747.098,23.486,-0.993
747.141,23.414,-0.992
747.185,23.469,-0.992
747.228,23.642,-0.994
747.271,23.402,-0.992
747.315,23.342,-0.992
747.358,23.369,-0.992
747.401,23.423,-0.992
747.444,23.274,-0.992
747.488,23.426,-0.992
747.531,23.97,-0.997
747.574,23.256,-0.991
747.617,23.476,-0.992
747.66,23.411,-0.991
747.704,23.352,-0.992
747.747,23.327,-0.991
747.79,23.573,-0.992
747.833,23.663,-0.993
747.876,23.39,-0.991
747.919,23.646,-0.992
747.963,23.556,-0.993
748.006,23.433,-0.991
748.049,23.522,-0.992
748.092,23.545,-0.992
748.135,23.641,-0.992
748.178,23.769,-0.993
748.221,23.885,-0.995
748.264,23.761,-0.992
748.307,23.665,-0.992
748.35,23.852,-0.992
748.393,23.867,-0.993
748.436,23.818,-0.993
748.479,23.87,-0.993
748.522,23.974,-0.993
748.565,23.797,-0.992
748.608,23.892,-0.993
748.651,23.842,-0.993
748.694,24.03,-0.994
748.737,23.887,-0.993
748.78,23.87,-0.993
748.823,23.85,-0.993
748.866,24.039,-0.994
748.909,23.907,-0.993
748.952,24.023,-0.993
748.995,23.99,-0.993
749.038,24.128,-0.993
749.08,24.044,-0.993
749.123,24.141,-0.993
749.166,24.016,-0.993
749.209,24.224,-0.994
749.252,24.087,-0.993
749.295,23.997,-0.992
749.338,24.077,-0.993
749.38,24.185,-0.993
749.423,24.084,-0.993
749.466,24.22,-0.993
749.509,24.064,-0.992
749.551,24.174,-0.992
749.594,24.057,-0.992
749.637,24.172,-0.992
749.68,24.064,-0.992
749.722,24.212,-0.992
749.765,24.16,-0.992
749.808,24.197,-0.992
749.851,24.369,-0.993
749.893,24.142,-0.992
749.936,24.363,-0.992
749.979,24.12,-0.991
750.021,24.084,-0.991
750.064,24.288,-0.992
750.107,24.231,-0.992
750.149,24.243,-0.992
750.192,24.478,-0.993
750.235,24.43,-0.992
750.277,24.733,-0.994
750.32,24.806,-0.995
750.362,24.511,-0.993
750.405,24.622,-0.994
750.447,24.429,-0.993
750.49,24.851,-0.995
750.533,24.783,-0.996
750.575,24.53,-0.993
750.618,24.648,-0.993
750.66,24.804,-0.994
750.703,24.634,-0.993
750.745,24.721,-0.994
750.788,24.78,-0.993
750.83,24.669,-0.993
750.873,24.73,-0.993
750.915,24.738,-0.993
750.958,24.881,-0.993
751,24.65,-0.993
751.042,25.007,-0.994
751.085,24.972,-0.994
751.127,24.819,-0.993
751.17,25.092,-0.994
751.212,24.886,-0.994
751.254,24.94,-0.994
751.297,24.843,-0.992
751.339,25.052,-0.995
751.382,25.071,-0.994
751.424,24.93,-0.993
751.466,24.948,-0.993
751.509,25.067,-0.993
751.551,24.979,-0.993
751.593,25.05,-0.992
751.636,25.021,-0.992
751.678,24.943,-0.992
751.72,25.134,-0.993
751.762,24.918,-0.992
751.805,24.824,-0.992
751.847,25.349,-0.996
751.889,24.954,-0.992
751.931,25.127,-0.993
751.974,24.806,-0.991
752.016,25.222,-0.993
752.058,25.087,-0.993
752.1,25.634,-0.998
752.142,25.271,-0.993
752.185,25.273,-0.992
752.227,25.333,-0.993
752.269,25.179,-0.993
752.311,25.382,-0.993
752.353,25.08,-0.992
752.395,25.292,-0.993
752.437,25.237,-0.992
752.48,25.228,-0.993
752.522,25.143,-0.992
752.564,25.305,-0.993
752.606,25.322,-0.993
752.648,25.39,-0.994
752.69,25.856,-0.998
752.732,25.453,-0.994
752.774,25.312,-0.993
752.816,25.455,-0.994
752.858,25.569,-0.994
752.9,25.488,-0.993
752.942,25.605,-0.994
752.984,25.665,-0.994
753.026,25.753,-0.994
753.068,25.65,-0.994
753.11,26.213,-0.999
753.152,25.56,-0.993
753.194,25.6,-0.993
753.236,25.896,-0.995
753.278,25.787,-0.994
753.32,26.533,-1
753.362,25.72,-0.994
753.404,25.69,-0.993
753.445,25.709,-0.993
753.487,25.723,-0.993
753.529,25.723,-0.993
753.571,25.783,-0.993
753.613,25.697,-0.992
753.655,25.765,-0.993
753.697,25.89,-0.993
753.738,25.785,-0.993
753.78,25.908,-0.992
753.822,25.785,-0.993
753.864,26.112,-0.993
753.906,25.999,-0.993
753.947,25.894,-0.992
753.989,26.044,-0.994
754.031,25.806,-0.993
754.073,25.986,-0.992
754.114,26.037,-0.993
754.156,25.94,-0.993
754.198,26.143,-0.993
754.239,26.073,-0.993
754.281,26.092,-0.993
754.323,26.129,-0.993
754.364,26.049,-0.993
754.406,26.297,-0.994
754.448,26.239,-0.994
754.489,26.229,-0.993
754.531,26.526,-0.994
754.573,26.287,-0.993
754.614,26.338,-0.993
754.656,26.38,-0.994
754.697,26.892,-0.997
754.739,26.313,-0.994
754.781,26.474,-0.994
754.822,26.665,-0.994
754.864,26.621,-0.994
754.905,26.664,-0.994
754.947,26.692,-0.995
754.988,26.635,-0.994
755.03,26.719,-0.994
755.071,26.834,-0.995
755.113,26.701,-0.994
755.154,26.652,-0.994
755.196,26.808,-0.994
755.237,26.671,-0.994
755.279,26.744,-0.994
755.32,26.918,-0.995
755.362,27.329,-0.998
755.403,26.842,-0.993
755.445,26.927,-0.994
755.486,26.786,-0.993
755.527,26.827,-0.994
755.569,26.686,-0.993
755.61,26.901,-0.994
755.652,26.951,-0.993
755.693,26.9,-0.993
755.734,26.8,-0.992
755.776,26.945,-0.993
755.817,26.84,-0.993
755.858,27.28,-0.995
755.9,27.315,-0.994
755.941,26.888,-0.993
755.982,27.185,-0.993
756.023,26.872,-0.993
756.065,26.936,-0.992
756.106,27.156,-0.993
756.147,27.178,-0.993
756.189,27.216,-0.993
756.23,27.29,-0.993
756.271,27.325,-0.993
756.312,27.212,-0.994
756.353,27.384,-0.993
756.395,27.51,-0.994
756.436,27.377,-0.993
756.477,27.758,-0.995
756.518,28.346,-1.001
756.559,27.7,-0.994
756.6,27.634,-0.994
756.642,28.414,-0.999
756.683,27.489,-0.994
756.724,27.945,-0.995
756.765,27.73,-0.995
756.806,28.169,-0.998
756.847,27.87,-0.995
756.888,27.859,-0.994
756.929,27.932,-0.995
756.97,27.877,-0.994
757.011,27.954,-0.995
757.053,28.635,-1
757.094,27.898,-0.994
757.135,28.088,-0.994
757.176,28.296,-0.995
757.217,28.46,-0.995
757.258,29.923,-1.006
757.299,28.655,-0.995
757.34,28.671,-0.995
757.381,28.711,-0.995
757.421,28.74,-0.995
757.462,28.757,-0.994
757.503,28.719,-0.994
757.544,28.668,-0.994
757.585,28.685,-0.994
757.626,28.662,-0.994
757.667,28.666,-0.994
757.708,28.707,-0.994
757.749,28.496,-0.994
757.79,28.512,-0.995
757.831,28.489,-0.994
757.871,28.788,-0.996
757.912,28.812,-0.994
757.953,28.733,-0.993
757.994,28.71,-0.994
758.035,28.866,-0.995
758.075,28.866,-0.995
758.116,28.885,-0.994
758.157,29.005,-0.993
758.198,29.225,-0.994
758.239,29.309,-0.995
758.279,29.265,-0.994
758.32,29.292,-0.994
758.361,29.31,-0.995
758.402,29.411,-0.994
758.442,29.247,-0.994
758.483,29.486,-0.994
758.524,29.385,-0.994
758.564,29.26,-0.994
758.605,29.337,-0.994
758.646,29.216,-0.994
758.686,29.205,-0.994
758.727,29.422,-0.994
758.768,29.529,-0.994
758.808,29.466,-0.995
758.849,29.612,-0.995
758.889,29.663,-0.995
758.93,29.748,-0.995
758.971,30.279,-1
759.011,29.81,-0.995
759.052,29.948,-0.995
759.092,29.938,-0.995
759.133,29.83,-0.995
759.173,29.913,-0.995
759.214,29.967,-0.995
759.255,30.1,-0.995
759.295,30.286,-0.996
759.336,30.362,-0.995
759.376,30.299,-0.996
759.417,30.336,-0.996
759.457,30.283,-0.995
759.497,30.093,-0.994
759.538,30.224,-0.995
759.578,30.379,-0.995
759.619,30.594,-0.995
759.659,30.638,-0.996
759.7,30.618,-0.995
759.74,30.884,-0.997
759.78,30.565,-0.994
759.821,30.386,-0.993
759.861,30.803,-0.994
759.902,30.728,-0.994
759.942,30.752,-0.995
759.982,30.762,-0.994
760.023,30.93,-0.994
760.063,31.182,-0.995
760.103,31.095,-0.994
760.144,31.313,-0.995
760.184,31.203,-0.995
760.224,31.407,-0.996
760.264,31.203,-0.994
760.305,31.475,-0.994
760.345,31.543,-0.995
760.385,31.863,-0.995
760.425,31.739,-0.994
760.466,31.626,-0.995
760.506,31.745,-0.995
760.546,32.14,-0.997
760.586,31.534,-0.994
760.626,32.177,-0.996
760.667,32.048,-0.994
760.707,32.879,-1
760.747,32.288,-0.995
760.787,32.338,-0.995
760.827,32.306,-0.996
760.867,32.219,-0.995
760.907,33.081,-1.001
760.948,32.537,-0.997
760.988,32.564,-0.995
761.028,33.014,-0.997
761.068,32.585,-0.996
761.108,32.82,-0.997
761.148,32.715,-0.995
761.188,32.965,-0.997
761.228,32.535,-0.995
761.268,32.994,-0.997
761.308,33.779,-1.002
761.348,33.631,-1.002
761.388,33.393,-0.999
761.428,32.931,-0.997
761.468,32.765,-0.996
761.508,32.916,-0.996
761.548,33.036,-0.996
761.588,32.917,-0.995
761.628,33.163,-0.996
761.668,32.829,-0.995
761.708,33.164,-0.995
761.748,33.227,-0.997
761.788,33.034,-0.995
761.828,33.946,-1.001
761.867,33.05,-0.995
761.907,33.174,-0.996
761.947,33.448,-0.997
761.987,33.91,-0.997
762.027,33.76,-0.996
762.067,33.847,-0.997
762.107,34.593,-1.002
762.146,34.028,-0.996
762.186,33.55,-0.995
762.226,33.844,-0.995
762.266,33.858,-0.995
762.306,33.592,-0.995
762.345,33.847,-0.996
762.385,33.755,-0.995
762.425,34.157,-0.996
762.465,34.222,-0.995
762.504,34.276,-0.997
762.544,34.71,-0.999
762.584,34.493,-0.996
762.623,34.629,-0.996
762.663,34.574,-0.996
762.703,34.61,-0.997
762.743,34.514,-0.995
762.782,34.759,-0.995
762.822,35.005,-0.997
762.862,35.143,-0.996
762.901,35.014,-0.997
762.941,35.335,-0.997
762.98,35.133,-0.997
763.02,34.836,-0.996
763.06,35.191,-0.996
763.099,35.273,-0.996
763.139,35.356,-0.996
763.178,35.777,-0.997
763.218,35.612,-0.997
763.257,35.558,-0.997
763.297,35.862,-0.997
763.336,35.657,-0.997
763.376,35.717,-0.997
763.415,35.477,-0.995
763.455,36.151,-0.996
763.494,36.136,-0.996
763.534,36.124,-0.997
763.573,36.16,-0.996
763.613,36.373,-0.997
763.652,36.285,-0.997
763.692,36.456,-0.997
763.731,36.776,-0.998
763.771,36.21,-0.996
763.81,36.516,-0.997
763.849,36.485,-0.997
763.889,36.844,-1
763.928,36.833,-0.996
763.968,37.18,-0.997
764.007,36.978,-0.995
764.046,38.315,-1.005
764.086,37.083,-0.995
764.125,36.853,-0.997
764.164,37.086,-0.996
764.204,36.925,-0.995
764.243,36.778,-0.996
764.282,36.965,-0.996
764.321,37.002,-0.995
764.361,38.475,-1.003
764.4,37.225,-0.995
764.439,37.662,-0.996
764.478,37.75,-0.996
764.518,37.894,-0.996
764.557,37.431,-0.995
764.596,37.785,-0.995
764.635,37.819,-0.996
764.675,38.092,-0.996
764.714,38.034,-0.995
764.753,39.409,-1.004
764.792,37.992,-0.996
764.831,38.32,-0.996
764.87,38.145,-0.995
764.909,38.309,-0.996
764.949,39.683,-1.003
764.988,38.433,-0.996
765.027,39.086,-0.997
765.066,38.72,-0.997
765.105,39.729,-1.001
765.144,39.559,-1
765.183,39.98,-1.001
765.222,38.95,-0.996
765.261,39.047,-0.996
765.3,39.143,-0.997
765.339,39.853,-0.998
765.378,39.578,-0.998
765.417,40.12,-1.001
765.456,39.862,-0.997
765.495,40.616,-1.002
765.534,39.782,-0.997
765.573,40.099,-0.997
765.612,40.033,-0.997
765.651,40.023,-0.997
765.69,39.999,-0.998
765.729,40.194,-0.997
765.768,40.255,-0.997
765.807,40.837,-0.998
765.846,41.075,-0.998
765.885,41.377,-0.997
765.924,41.588,-0.999
765.962,41.552,-0.997
766.001,41.952,-0.999
766.04,42.742,-1.002
766.079,41.61,-0.997
766.118,43.193,-1.006
766.157,41.22,-0.997
766.195,41.434,-0.998
766.234,41.839,-0.999
766.273,41.4,-0.997
766.312,41.507,-0.996
766.351,41.388,-0.996
766.389,41.46,-0.996
766.428,41.67,-0.996
766.467,41.732,-0.996
766.506,41.816,-0.997
766.544,42.001,-0.997
766.583,42.121,-0.998
766.622,42.148,-0.996
766.66,41.967,-0.996
766.699,42.252,-0.996
766.738,42.424,-0.997
766.776,42.358,-0.997
766.815,42.669,-0.997
766.854,42.93,-0.998
766.892,42.751,-0.996
766.931,42.808,-0.996
766.97,42.725,-0.996
767.008,43.126,-0.997
767.047,42.883,-0.997
767.085,44.186,-1.002
767.124,43.452,-0.997
767.163,43.723,-0.998
767.201,43.965,-0.998
767.24,43.903,-0.998
767.278,43.879,-0.997
767.317,44.199,-0.998
767.355,44.038,-0.999
767.394,44.235,-0.998
767.432,44.456,-0.997
767.471,44.156,-0.997
767.509,44.358,-0.997
767.548,44.564,-0.998
767.586,44.919,-0.999
767.625,44.72,-0.998
767.663,44.984,-0.998
767.701,44.905,-0.997
767.74,44.899,-0.997
767.778,45.127,-0.998
767.817,45.73,-0.998
767.855,45.839,-0.998
767.893,45.291,-0.997
767.932,45.893,-0.998
767.97,45.371,-0.998
768.008,45.845,-0.998
768.047,45.683,-0.998
768.085,45.857,-0.997
768.123,46.224,-0.998
768.162,46.284,-0.997
768.2,47.203,-1.003
768.238,46.183,-0.996
768.277,46.951,-0.997
768.315,46.448,-0.997
768.353,47.561,-1.002
768.391,47.608,-1.003
768.43,46.705,-0.996
768.468,46.876,-0.997
768.506,46.738,-0.996
768.544,47.05,-0.996
768.583,46.838,-0.996
768.621,47.346,-0.998
768.659,48.029,-1
768.697,47.246,-0.997
768.735,46.845,-0.995
768.773,47.438,-0.997
768.812,47.603,-0.996
768.85,47.557,-0.996
768.888,48.057,-0.996
768.926,47.828,-0.995
768.964,48.022,-0.995
769.002,49.51,-1.002
769.04,48.094,-0.997
769.078,48.168,-0.996
769.116,48.3,-0.996
769.154,50.127,-1.005
769.192,48.785,-0.997
769.23,48.92,-0.996
769.269,49.701,-0.998
769.307,49.364,-0.997
769.345,49.554,-0.997
769.383,49.49,-0.997
769.421,51.282,-1.006
769.458,49.48,-0.996
769.496,50.221,-0.997
769.534,50.686,-0.998
769.572,50.456,-0.997
769.61,52.125,-1.004
769.648,50.357,-0.997
769.686,50.126,-0.997
769.724,50.776,-0.997
769.762,50.789,-0.997
769.8,51.442,-0.999
769.838,50.61,-0.996
769.876,51.123,-0.998
769.913,51.497,-0.998
769.951,51.267,-0.996
769.989,51.746,-0.998
770.027,51.581,-0.998
770.065,51.39,-0.997
770.103,52.239,-0.998
770.14,52.044,-0.998
770.178,52.445,-0.997
770.216,52.41,-0.998
770.254,52.701,-0.997
770.291,52.689,-0.997
770.329,52.932,-0.996
770.367,53.366,-0.998
770.405,53.598,-0.996
770.442,54.095,-1
770.48,53.518,-0.996
770.518,53.511,-0.996
770.556,54.098,-0.997
770.593,53.549,-0.995
770.631,54.121,-0.997
770.669,53.45,-0.996
770.706,53.774,-0.997
770.744,53.594,-0.996
770.781,54.335,-0.997
770.819,54.871,-0.996
770.857,54.776,-0.995
770.894,54.994,-0.996
770.932,54.857,-0.995
770.969,55.414,-0.995
771.007,55.535,-0.996
771.045,55.886,-0.997
771.082,56.556,-0.998
771.12,56.793,-0.997
771.157,56.663,-0.995
771.195,57.237,-0.996
771.232,58.652,-1
771.27,57.675,-0.995
771.307,58.721,-0.996
771.345,60.905,-1.002
771.382,59.935,-0.995
771.42,61.313,-0.997
771.457,60.969,-0.994
771.495,61.878,-0.995
771.532,62.672,-0.996
771.569,62.296,-0.995
771.607,62.816,-0.995
771.644,63.653,-0.995
771.682,64.334,-0.995
771.719,69.654,-1.009
771.756,66.568,-0.994
771.794,67.01,-0.994
771.831,69.085,-0.996
771.868,70.018,-0.996
771.906,73.205,-1.004
771.943,71.572,-0.996
771.98,72.516,-0.995
772.018,74.893,-1
772.055,73.991,-0.993
772.092,75.911,-0.995
772.13,76.224,-0.992
772.167,77.058,-0.992
772.204,77.674,-0.991
772.241,79.768,-0.992
772.279,81.493,-0.993
772.316,83.576,-0.995
772.353,85.713,-0.998
772.39,84.552,-0.991
772.427,87.182,-0.994
772.465,86.496,-0.989
772.502,89.325,-0.989
772.539,90.168,-0.988
772.576,95.649,-0.997
772.613,93.692,-0.988
772.65,94.028,-0.987
772.687,129.835,-1.059
772.725,99.379,-0.986
772.762,101.086,-0.986
772.799,103.924,-0.986
772.836,105.304,-0.985
772.873,105.985,-0.985
772.91,108.38,-0.984
772.947,113.265,-0.991
772.984,113.03,-0.983
773.021,116.996,-0.985
773.058,119.703,-0.984
773.095,120.564,-0.981
773.132,122.77,-0.98
773.169,127.057,-0.984
773.206,127.168,-0.979
773.243,139.708,-0.994
773.28,135.826,-0.978
773.317,138.751,-0.977
773.354,142.007,-0.975
773.391,149.479,-0.976
773.428,153.155,-0.975
773.465,156.319,-0.975
773.502,161.105,-0.978
773.539,167.032,-0.982
773.576,166.927,-0.973
773.612,168.983,-0.969
773.649,175.423,-0.969
773.686,186.643,-0.977
773.723,186.735,-0.972
773.76,192.263,-0.972
773.797,196.309,-0.965
773.833,207.012,-0.965
773.87,226.116,-0.976
773.907,221.14,-0.962
773.944,229.243,-0.964
773.981,278.075,-1.001
774.017,242.117,-0.956
774.054,253.694,-0.955
